caseid_new,marital_status,age,partner_age,education,partner_education,ethnicity,children,visits_relatives,gender,house,income,msa,rent,political,religion,work,lgbtq,success,age_diff_abs,gender_older,education_difference
3971256,living with partner,25,36,some college,bachelor's degree or higher,"2+ races, non-hispanic",0.0,1,female,a one-family house detached from any other house,"$50,000 to $59,999",non-metro,owned or being bought by you or someone in your household,other,other christian,working - as a paid employee,0,0.0,11,0,1
3976383,divorced,38,46,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",1.0,0,female,a one-family house detached from any other house,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,democrat,"other non-christian, please specify:",working - as a paid employee,0,0.0,8,0,0
3977691,married,69,50,less than high school,some college,hispanic,0.0,0,male,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,democrat,other christian,not working - retired,0,1.0,19,0,2
3979235,never married,23,24,high school,less than high school,"white, non-hispanic",0.0,3,male,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,other christian,working - as a paid employee,0,0.0,1,1,1
3981321,married,32,30,high school,high school,hispanic,2.0,4,female,a building with 2 or more apartments,"$100,000 to $124,999",metro,rented for cash,democrat,catholic,working - as a paid employee,0,1.0,2,1,0
3982235,never married,23,24,some college,less than high school,hispanic,1.0,0,male,a one-family house attached to one or more houses,"$30,000 to $34,999",metro,rented for cash,democrat,none,not working - on temporary layoff from a job,0,0.0,1,1,2
3995436,living with partner,43,41,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$175,000 or more",metro,owned or being bought by you or someone in your household,democrat,jewish,working - as a paid employee,0,1.0,2,0,0
3999403,divorced,40,47,high school,some college,"black, non-hispanic",0.0,0,female,a building with 2 or more apartments,"$15,000 to $19,999",metro,rented for cash,democrat,other christian,working - as a paid employee,0,0.0,7,0,1
4000465,never married,46,46,bachelor's degree or higher,some college,hispanic,0.0,10,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - other,0,1.0,0,0,1
4001391,married,39,33,high school,bachelor's degree or higher,"white, non-hispanic",2.0,5,male,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,republican,none,working - as a paid employee,0,1.0,6,0,2
4009326,living with partner,32,31,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a building with 2 or more apartments,"$40,000 to $49,999",metro,rented for cash,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,1,1,0
4010416,living with partner,41,51,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,10,female,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,10,0,0
4011225,never married,22,25,some college,bachelor's degree or higher,"white, non-hispanic",0.0,3,female,a one-family house detached from any other house,"$35,000 to $39,999",non-metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,3,0,1
4014721,married,72,69,high school,high school,"black, non-hispanic",0.0,6,female,a one-family house detached from any other house,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,democrat,other christian,not working - retired,0,1.0,3,1,0
4043671,married,67,44,some college,bachelor's degree or higher,"black, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,other christian,not working - retired,0,0.0,23,0,1
4045235,never married,23,22,high school,some college,"white, non-hispanic",0.0,4,female,a one-family house detached from any other house,"$50,000 to $59,999",non-metro,owned or being bought by you or someone in your household,democrat,other christian,working - as a paid employee,0,0.0,1,1,1
4047271,married,27,31,some college,some college,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,other christian,working - as a paid employee,0,1.0,4,1,0
4050291,married,29,30,some college,some college,"black, non-hispanic",0.0,26,female,a building with 2 or more apartments,"$50,000 to $59,999",metro,occupied without payment of cash rent,democrat,baptist-any denomination,working - as a paid employee,0,1.0,1,0,0
4052346,living with partner,34,25,high school,high school,hispanic,0.0,0,male,a building with 2 or more apartments,"$20,000 to $24,999",metro,rented for cash,democrat,catholic,working - as a paid employee,0,0.0,9,0,0
4056536,living with partner,53,55,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$125,000 to $149,999",metro,rented for cash,democrat,catholic,working - as a paid employee,0,1.0,2,1,0
4057293,divorced,29,43,some college,some college,"white, non-hispanic",1.0,0,female,a building with 2 or more apartments,"$10,000 to $12,499",metro,rented for cash,republican,mormon,working - as a paid employee,0,1.0,14,0,0
4071353,divorced,35,37,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",1.0,0,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,0.0,2,0,0
4072283,divorced,28,38,some college,some college,"white, non-hispanic",1.0,5,male,a one-family house detached from any other house,"$40,000 to $49,999",metro,rented for cash,republican,catholic,working - as a paid employee,0,1.0,10,1,0
4073291,married,29,30,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",2.0,3,female,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,other christian,not working - other,0,1.0,1,0,0
4077433,divorced,43,36,some college,some college,"2+ races, non-hispanic",1.0,6,female,a building with 2 or more apartments,"$40,000 to $49,999",metro,rented for cash,republican,other christian,working - as a paid employee,0,0.0,7,1,0
4086476,living with partner,47,75,some college,bachelor's degree or higher,"white, non-hispanic",0.0,1,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,0.0,28,1,1
4088495,never married,49,53,some college,bachelor's degree or higher,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,working - as a paid employee,0,1.0,4,1,1
4089221,married,22,28,some college,some college,"2+ races, non-hispanic",0.0,14,female,a building with 2 or more apartments,"$60,000 to $74,999",metro,rented for cash,other,other christian,not working - looking for work,0,1.0,6,0,0
4092313,divorced,31,25,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,3,male,a one-family house attached to one or more houses,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,jewish,working - as a paid employee,0,0.0,6,0,0
4103576,living with partner,57,49,some college,some college,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,other christian,working - as a paid employee,0,0.0,8,0,0
4104711,married,71,71,high school,some college,hispanic,0.0,5,female,a one-family house detached from any other house,"$30,000 to $34,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - retired,0,1.0,0,0,1
4108271,married,27,30,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,9,female,a one-family house detached from any other house,"$60,000 to $74,999",non-metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,3,0,0
4115421,married,42,39,some college,some college,"white, non-hispanic",3.0,2,male,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,3,0,0
4128391,married,39,45,bachelor's degree or higher,some college,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$40,000 to $49,999",non-metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,6,0,1
4130581,married,58,51,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$175,000 or more",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,7,0,0
4131553,divorced,55,55,high school,some college,"white, non-hispanic",3.0,6,male,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - disabled,0,0.0,0,0,1
4135235,never married,23,28,less than high school,high school,"black, non-hispanic",3.0,15,female,a building with 2 or more apartments,"$15,000 to $19,999",metro,rented for cash,democrat,pentecostal,not working - disabled,0,0.0,5,0,1
4141421,married,42,46,some college,some college,"white, non-hispanic",0.0,11,male,a one-family house detached from any other house,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,republican,mormon,not working - disabled,0,1.0,4,1,0
4147263,divorced,26,20,some college,some college,"white, non-hispanic",1.0,1,female,a one-family house detached from any other house,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,0.0,6,1,0
4154401,married,40,42,high school,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,0.0,2,0,2
4165616,living with partner,61,45,some college,high school,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,16,0,1
4167361,married,36,39,some college,some college,"white, non-hispanic",4.0,7,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,republican,mormon,working - as a paid employee,0,1.0,3,1,0
4168555,never married,55,56,high school,less than high school,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$15,000 to $19,999",metro,owned or being bought by you or someone in your household,democrat,baptist-any denomination,not working - disabled,0,1.0,1,1,1
4169431,married,43,59,some college,bachelor's degree or higher,"white, non-hispanic",2.0,5,female,a one-family house detached from any other house,"$50,000 to $59,999",non-metro,owned or being bought by you or someone in your household,republican,catholic,not working - other,0,1.0,16,0,1
4170295,never married,29,21,some college,some college,hispanic,0.0,2,male,a one-family house attached to one or more houses,"$35,000 to $39,999",metro,rented for cash,democrat,catholic,working - as a paid employee,0,0.0,8,0,0
4174761,married,76,74,high school,high school,"white, non-hispanic",0.0,5,male,a one-family house detached from any other house,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - retired,0,1.0,2,0,0
4175506,living with partner,50,55,less than high school,high school,"white, non-hispanic",0.0,8,female,a one-family house detached from any other house,"$20,000 to $24,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - retired,0,0.0,5,0,1
4176275,never married,27,27,some college,high school,"white, non-hispanic",1.0,4,female,a building with 2 or more apartments,"$12,500 to $14,999",metro,rented for cash,democrat,baptist-any denomination,working - as a paid employee,0,0.0,0,0,1
4178551,married,55,49,some college,some college,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$20,000 to $24,999",non-metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,6,0,0
4180501,married,50,41,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,9,0,0
4181551,married,55,51,bachelor's degree or higher,less than high school,"white, non-hispanic",2.0,12,male,a one-family house detached from any other house,"$175,000 or more",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,4,0,3
4183235,never married,23,30,some college,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a building with 2 or more apartments,"$20,000 to $24,999",metro,rented for cash,republican,eastern orthodox,working - as a paid employee,0,1.0,7,0,1
4191521,married,52,54,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,2,1,0
4192621,married,62,64,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,baptist-any denomination,not working - retired,0,1.0,2,0,0
4193661,married,66,62,high school,some college,hispanic,0.0,0,male,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,democrat,other christian,not working - retired,0,1.0,4,0,1
4194511,married,51,50,bachelor's degree or higher,some college,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,republican,other christian,working - as a paid employee,0,0.0,1,1,1
4195661,married,66,65,less than high school,high school,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,republican,pentecostal,not working - retired,0,1.0,1,0,1
4197351,married,35,38,bachelor's degree or higher,bachelor's degree or higher,hispanic,2.0,0,female,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,republican,catholic,not working - other,0,1.0,3,0,0
4199553,divorced,55,54,bachelor's degree or higher,some college,"white, non-hispanic",0.0,2,male,a building with 2 or more apartments,"$30,000 to $34,999",metro,rented for cash,democrat,none,working - as a paid employee,0,1.0,1,0,1
4202381,married,38,39,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - self-employed,0,1.0,1,0,0
4204465,never married,46,47,bachelor's degree or higher,bachelor's degree or higher,"other, non-hispanic",0.0,0,male,a one-family house attached to one or more houses,"$40,000 to $49,999",metro,rented for cash,republican,"other non-christian, please specify:",working - as a paid employee,0,0.0,1,1,0
4205251,married,25,30,some college,bachelor's degree or higher,"white, non-hispanic",1.0,2,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - other,0,1.0,5,0,1
4212411,married,41,37,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,male,a one-family house attached to one or more houses,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,4,0,0
4216511,married,51,54,less than high school,high school,"white, non-hispanic",0.0,14,female,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,republican,other christian,working - as a paid employee,0,1.0,3,0,1
4218401,married,40,40,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",3.0,2,male,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,0,0,0
4219751,married,75,75,bachelor's degree or higher,high school,"white, non-hispanic",0.0,1,male,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,other,catholic,working - as a paid employee,0,1.0,0,0,2
4220781,married,78,78,high school,high school,"white, non-hispanic",0.0,8,male,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - retired,0,1.0,0,0,0
4222515,never married,51,44,high school,some college,"white, non-hispanic",0.0,1,male,a one-family house detached from any other house,"$25,000 to $29,999",non-metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,not working - other,0,0.0,7,0,1
4231311,married,31,36,bachelor's degree or higher,high school,"white, non-hispanic",0.0,3,female,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,5,0,2
4233321,married,32,32,less than high school,high school,hispanic,0.0,10,female,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - other,0,1.0,0,0,1
4239461,married,46,65,some college,some college,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,19,0,0
4240551,married,55,42,high school,high school,"white, non-hispanic",0.0,1,female,a one-family house detached from any other house,"$35,000 to $39,999",non-metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,13,1,0
4241205,never married,20,19,some college,some college,"white, non-hispanic",1.0,5,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,1,1,0
4242391,married,39,40,some college,bachelor's degree or higher,hispanic,1.0,0,female,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,republican,pentecostal,not working - other,0,1.0,1,0,1
4244731,married,73,61,some college,some college,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$40,000 to $49,999",non-metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - retired,0,1.0,12,0,0
4247671,married,67,66,bachelor's degree or higher,bachelor's degree or higher,"2+ races, non-hispanic",0.0,5,male,a one-family house detached from any other house,"$85,000 to $99,999",non-metro,owned or being bought by you or someone in your household,republican,other christian,not working - retired,0,1.0,1,0,0
4252251,married,25,23,bachelor's degree or higher,some college,"white, non-hispanic",1.0,0,female,a one-family house detached from any other house,"$35,000 to $39,999",non-metro,rented for cash,democrat,baptist-any denomination,working - as a paid employee,0,1.0,2,1,1
4254681,married,68,57,bachelor's degree or higher,high school,"white, non-hispanic",0.0,10,male,a one-family house attached to one or more houses,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,11,0,2
4256503,divorced,50,51,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",1.0,4,female,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,0.0,1,0,0
4258275,never married,27,22,some college,some college,"black, non-hispanic",2.0,5,male,a one-family house detached from any other house,"$20,000 to $24,999",metro,owned or being bought by you or someone in your household,democrat,none,not working - looking for work,0,0.0,5,0,0
4261311,married,31,38,some college,some college,"white, non-hispanic",2.0,20,male,a one-family house detached from any other house,"$60,000 to $74,999",non-metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,7,1,0
4262255,never married,25,24,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$20,000 to $24,999",metro,owned or being bought by you or someone in your household,democrat,none,not working - looking for work,0,1.0,1,1,0
4263381,married,38,44,some college,high school,"white, non-hispanic",2.0,1,female,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,6,0,1
4265461,married,46,52,some college,high school,hispanic,0.0,0,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,6,1,1
4270851,married,85,83,high school,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house attached to one or more houses,"$175,000 or more",metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,not working - retired,0,1.0,2,1,2
4271215,never married,21,21,some college,less than high school,hispanic,0.0,0,male,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,0.0,0,0,2
4273411,married,41,38,less than high school,some college,"white, non-hispanic",1.0,0,male,a one-family house detached from any other house,"$30,000 to $34,999",metro,owned or being bought by you or someone in your household,other,other christian,working - self-employed,0,0.0,3,0,2
4274443,divorced,44,41,high school,high school,"2+ races, non-hispanic",1.0,2,male,a building with 2 or more apartments,"$30,000 to $34,999",non-metro,rented for cash,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,0.0,3,0,0
4275581,married,58,61,bachelor's degree or higher,bachelor's degree or higher,hispanic,0.0,10,female,a one-family house detached from any other house,"$150,000 to $174,999",metro,owned or being bought by you or someone in your household,republican,catholic,not working - retired,0,1.0,3,0,0
4277553,divorced,55,31,some college,high school,"white, non-hispanic",0.0,0,male,a mobile home,"$10,000 to $12,499",metro,occupied without payment of cash rent,democrat,none,working - as a paid employee,0,0.0,24,0,1
4278431,married,43,43,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",1.0,0,female,a one-family house detached from any other house,"$150,000 to $174,999",metro,owned or being bought by you or someone in your household,democrat,"other non-christian, please specify:",working - as a paid employee,0,1.0,0,0,0
4280781,married,78,79,high school,some college,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$20,000 to $24,999",non-metro,owned or being bought by you or someone in your household,democrat,catholic,not working - retired,0,1.0,1,0,1
4281244,separated,24,19,high school,high school,hispanic,0.0,3,female,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - other,0,1.0,5,1,0
4284351,married,35,35,some college,bachelor's degree or higher,"white, non-hispanic",2.0,0,male,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,0,0,1
4285395,never married,39,36,high school,high school,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$10,000 to $12,499",metro,rented for cash,democrat,catholic,not working - disabled,0,0.0,3,0,0
4288421,married,42,42,high school,high school,"white, non-hispanic",3.0,3,male,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,working - self-employed,0,1.0,0,0,0
4290441,married,44,44,some college,bachelor's degree or higher,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$40,000 to $49,999",non-metro,owned or being bought by you or someone in your household,republican,other christian,working - as a paid employee,0,1.0,0,0,1
4299381,married,38,37,bachelor's degree or higher,some college,"white, non-hispanic",2.0,2,male,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,1,0,1
4300261,married,26,25,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$25,000 to $29,999",metro,occupied without payment of cash rent,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,1,0,0
4302361,married,36,32,bachelor's degree or higher,some college,"black, non-hispanic",3.0,12,female,a one-family house detached from any other house,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,democrat,baptist-any denomination,working - as a paid employee,0,1.0,4,1,1
4307423,divorced,42,47,less than high school,high school,"other, non-hispanic",1.0,2,male,a one-family house detached from any other house,"$15,000 to $19,999",metro,owned or being bought by you or someone in your household,other,none,not working - looking for work,0,1.0,5,1,1
4308551,married,55,65,high school,some college,"white, non-hispanic",0.0,2,female,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,10,0,1
4313491,married,49,48,less than high school,less than high school,"white, non-hispanic",0.0,7,female,a mobile home,"$20,000 to $24,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - disabled,0,1.0,1,1,0
4314411,married,41,39,bachelor's degree or higher,some college,"white, non-hispanic",4.0,2,male,a one-family house attached to one or more houses,"$50,000 to $59,999",metro,rented for cash,republican,catholic,working - self-employed,0,1.0,2,0,1
4315281,married,28,25,some college,high school,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,3,0,1
4317556,living with partner,55,62,less than high school,bachelor's degree or higher,"2+ races, non-hispanic",0.0,0,female,a mobile home,"$30,000 to $34,999",metro,owned or being bought by you or someone in your household,democrat,baptist-any denomination,not working - disabled,0,1.0,7,0,3
4319416,living with partner,41,41,some college,some college,"white, non-hispanic",0.0,4,female,a one-family house detached from any other house,"$75,000 to $84,999",metro,rented for cash,republican,other christian,working - as a paid employee,0,1.0,0,0,0
4320771,married,77,84,high school,some college,"white, non-hispanic",0.0,20,female,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,other,"other non-christian, please specify:",not working - retired,0,1.0,7,0,1
4321381,married,38,33,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",1.0,2,male,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,5,0,0
4322543,divorced,54,37,high school,high school,"white, non-hispanic",0.0,6,male,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,17,0,0
4324731,married,73,64,less than high school,high school,"white, non-hispanic",0.0,3,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,not working - retired,0,1.0,9,0,1
4331731,married,73,72,some college,less than high school,"white, non-hispanic",0.0,8,male,a one-family house detached from any other house,"$30,000 to $34,999",metro,owned or being bought by you or someone in your household,democrat,none,not working - retired,0,1.0,1,0,2
4332581,married,58,60,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$150,000 to $174,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,2,1,0
4333481,married,48,35,some college,bachelor's degree or higher,"white, non-hispanic",2.0,4,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,other christian,working - self-employed,0,1.0,13,0,1
4334513,divorced,51,47,high school,less than high school,"white, non-hispanic",0.0,2,female,a building with 2 or more apartments,"$12,500 to $14,999",metro,rented for cash,republican,"other non-christian, please specify:",not working - disabled,0,1.0,4,1,1
4343316,living with partner,31,44,bachelor's degree or higher,bachelor's degree or higher,"other, non-hispanic",0.0,10,male,a one-family house attached to one or more houses,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,democrat,hindu,working - as a paid employee,0,1.0,13,1,0
4344621,married,62,62,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,7,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,0,0,0
4346371,married,37,36,some college,some college,"white, non-hispanic",3.0,2,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,working - as a paid employee,0,1.0,1,0,0
4350661,married,66,61,high school,some college,"white, non-hispanic",0.0,1,male,a one-family house detached from any other house,"$50,000 to $59,999",non-metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - retired,0,1.0,5,0,1
4353411,married,41,36,bachelor's degree or higher,high school,"white, non-hispanic",3.0,1,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,5,0,2
4354641,married,64,64,high school,high school,hispanic,0.0,14,female,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,republican,catholic,not working - retired,0,1.0,0,0,0
4355611,married,61,59,some college,some college,"white, non-hispanic",0.0,3,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,working - as a paid employee,0,1.0,2,0,0
4362533,divorced,53,47,some college,high school,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,6,0,1
